종목명,종목코드,시장,섹터코드,섹터명,기존섹터코드,기존섹터명,분류근거,매칭방식,검토신뢰도,추가검토필요
인베니아,079950,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
인지디스플레,037330,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
인터엠,017250,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
인터플렉스,051370,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
인텍플러스,064290,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
재영솔루텍,049630,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
저스템,417840,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
제너셈,217190,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
제우스,079370,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
제이아이테크,417500,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
제이앤티씨,204270,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
제이엠티,094970,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
제이티,089790,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
제일일렉트릭,199820,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
제주반도체,080220,KOSDAQ,S01,반도체·디스플레이·전자,S01,반도체·디스플레이·전자,자동 패턴 매칭,키워드,높음,False
져스텍,153890,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
주성엔지니어링,036930,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
지니틱스,303030,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
지슨,446840,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
지오엘리먼트,311320,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
캐프,198080,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
캠시스,050110,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
케이알엠,093640,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
케이엔제이,272110,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
코메론,049430,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
코미코,183300,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
코세스,089890,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
코셈,360350,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
코스텍시스,355150,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
코아시아,045970,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
코아시아씨엠,196450,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
코칩,126730,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
코텍,052330,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
퀀타매트릭스,317690,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
퀄리타스반도체,432720,KOSDAQ,S01,반도체·디스플레이·전자,S01,반도체·디스플레이·전자,자동 패턴 매칭,키워드,높음,False
큐리오시스,494120,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
큐알티,405100,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
큐에스아이,066310,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
키스트론,475430,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
타이거일렉,219130,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
태성,323280,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
테스,095610,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
테크엘,064520,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
테크윙,089030,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
텔레칩스,054450,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
토모큐브,475960,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
토비스,051360,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
톱텍,108230,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
티씨케이,064760,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
티에스이,131290,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
티에프이,425420,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
티엘비,356860,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
티이엠씨,425040,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
티이엠씨씨엔에스,241790,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
파두,440110,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
파버나인,177830,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
파이버프로,368770,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
파인디앤씨,049120,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
파인엠텍,441270,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
파인테크닉스,106240,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,분류보류→수동보정,AI+수동검토,낮음,True
파인텍,131760,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
팸텍,271830,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
포커스에이아이,331380,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
포톤,208710,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
풍원정밀,371950,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
퓨런티어,370090,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
퓨릿,445180,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
프로이천,321260,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
피델릭스,032580,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
피에스케이,319660,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
피에스케이홀딩스,031980,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
피에스텍,002230,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
피엔에이치테크,239890,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
피엠티,147760,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
피제이전자,006140,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
픽셀플러스,087600,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
필옵틱스,161580,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
핌스,347770,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
하나마이크론,067310,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
하나머티리얼즈,166090,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
하이딥,365590,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
한국전자인증,041460,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
한국컴퓨터,054040,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
한솔아이원스,114810,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
한양디지텍,078350,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
한양이엔지,045100,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
한울반도체,320000,KOSDAQ,S01,반도체·디스플레이·전자,S01,반도체·디스플레이·전자,자동 패턴 매칭,키워드,높음,False
한켐,457370,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
해성옵틱스,076610,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
화인써키트,127980,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
힘스,238490,KOSDAQ,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
DB하이텍,000990,KOSPI,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
KEC,092220,KOSPI,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
LG디스플레이,034220,KOSPI,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
LG이노텍,011070,KOSPI,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
LG전자,066570,KOSPI,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
LG전자우,066575,KOSPI,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
LX세미콘,108320,KOSPI,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
SK하이닉스,000660,KOSPI,S01,반도체·디스플레이·전자,S01,반도체·디스플레이·전자,자동 패턴 매칭,키워드,높음,False
경인전자,009140,KOSPI,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
광전자,017900,KOSPI,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
대덕,008060,KOSPI,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
대덕전자,353200,KOSPI,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
대덕전자1우,35320K,KOSPI,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
드림텍,192650,KOSPI,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
디아이,003160,KOSPI,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
비에이치,090460,KOSPI,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
삼성전기,009150,KOSPI,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
삼성전기우,009155,KOSPI,S01,반도체·디스플레이·전자,S99,기타,보통주 삼성전기와 동일 섹터 적용,AI+수동검토,높음,True
삼성전자,005930,KOSPI,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
삼성전자우,005935,KOSPI,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
삼영전자,005680,KOSPI,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
삼화전기,009470,KOSPI,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
삼화전자,011230,KOSPI,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
삼화콘덴서,001820,KOSPI,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
성문전자,014910,KOSPI,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
성문전자우,014915,KOSPI,S01,반도체·디스플레이·전자,S99,기타,자동 패턴 매칭,키워드,높음,False
솔루엠,248070,KOSPI,S01,반도체·디스플레이·전자,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
